domain,source,reference,model_output,rating_out_of_5(Anubhav)
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (सुप्रा) के मामले में, न्यायमूर्ति एस.एस. संवालिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे), ने निम्नलिखित तीन मुद्दों की रूपरेखा प्रस्तुत की:-
",4
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","सेन्‍ट्रल मर्चेंट नेवी ( नीभीला ), कर्नल लोकाका रीजलिंग, मुख्य न्यायाधीश ( जिनका कार्यकाल उसके रिकॉर्ड ) लागू हैं, वे निम्नलिखित पूर्ण रूप से संपन्न हुए हैं :
",1
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (उपरोक्त) के मामले में, न्यायमूर्ति एस.एस. संवालिया, मुख्य न्यायाधीश (जो उस समय उस पद में थे) ने निम्नलिखित तीन मुद्दों को तय किया: —
",4
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह ( उपरोक्त ) के मामले में जस्टिस एस.एस. सानवालिया ने निम्न तीन मुद्दे तैयार किए : —
",3
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह ( सुप्रा ) के मामले में, न्यायमूर ् ति एस.एस. सानवालिया, मुख ् य न ् यायाधीश ( जो उस समय इस पद पर थे ) ने निम ् नलिखित तीन
",1
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (सुप्रा) के मामले में, न्यायमूर्ति एस.एस. संवालिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे) ने निम्नलिखित तीन मुद्दों को रखा:
",4
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (उपरोक्त) के मामले में, न्यायमूर्ति एस.एस. सानवालिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे) ने निम्नलिखित तीन मुद्दे तैयार किए : —
",4
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (सुपरा) के मामले में, न्यायमूर्ति एस.एस.सानवालिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे) ने निम्नलिखित तीन मुद्दों को फंसाया: -
",1
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (सुप्रा) के मामले में, न्यायमूर्ति एसएस सांवलिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे) ने निम्नलिखित तीन मुद्दों को तैयार किया: -
",4
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (सुप्रा) के मामले में, न्यायमूर्ति एसएस सांवलिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे) ने निम्नलिखित तीन मुद्दे तय किए: -
",4
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह ( पूर्वोक्त) के मामले में , मुख्य न्यायाधीश न्यायमूर्ति एस. एस. सनवालिया (जो उस समय उस पद पर थे ) ने निम्नलिखित तीन मुद्दे तैयार किए : —
",4
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (सुप्रा) के मामले में, न्यायमूर्ति एसएस सांवलिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे) ने निम्नलिखित तीन मुद्दे तय किए: -
",3
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (उपरोक्त) के मामले में, न्यायमूर्ति एस.एस. सांवलिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे) ने निम्नलिखित तीन मुद्दे तैयार किए:-
",3
judicial,"in the case of Double Kishore Singh ( supra ) , Justice S.S. Sanwalia , Chief Justice ( who was then in that position ) framed the following three issues : —","युगल किशोर सिंह ( ऊपर ) के मामले में , न्यायमूर्ति एस ० एस ० संधवालिया , मुख्य न्यायाधीश ( जो उस समय इस पद पर थे ) ने निम्नवत तीन मुद्दों को विरचित किया था :
","डबल किशोर सिंह (सुप्रा) के मामले में, न्यायमूर्ति एसएस सांवलिया, मुख्य न्यायाधीश (जो उस समय उस पद पर थे) ने निम्नलिखित तीन मुद्दों को तैयार किया: -
",3
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","हालाँकि किसी की मृत्यु नहीं हुई या बुरी तरह से क्षत-विक्षत नहीं हुआ लेकिन मुझे हमेशा लगा कि लिटिल वुमेन में, जब एक बहन ने दूसरी बहन के एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह करना काफी भयानक बात थी।
",4
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","मान लीजिए कि कोई मरा नहीं या बुरी तरह से विकृत नहीं हुआ, लेकिन मुझे हमेशा लगता था कि 'लिटिल वुमन' में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, यह एक बहुत ही भयानक काम था।
",4
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","हाँ, कोई नहीं मरा या बुरी तरह से क्षत-विक्षत नहीं हुआ, लेकिन मुझे हमेशा लगता था कि 'लिटिल वीमेन' में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि जला दी, जिस पर वह हमेशा से काम कर रही थी, तो यह काफी भयावह था।
",4
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","चिन्हित वर्षों में या 12 student पधे जहां दो परस्‍पर संक्रमण हुए, पहले सा दस्‍तावेज महिला, अगर अपने पिता गाये थे, तो अन्‍य भाषाओं में आज पुस्‍तक रहती थी उसकी दो अंकों की है, जिसका उद्देश्‍य देश में एक सम‍द्ध मस्तिष्क को मजबूती प्रदान करना था।
",1
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","यह सच है कि इसमें किसी की मौत नहीं हुई और ना ही किसी को भयानक रूप से कटा गया, लेकिन मुझे हमेशा लगा था कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन के एकमात्र पुस्तक हस्तलिखित को जला दिया, जिस पर उसने हमेशा से काम किया था, यह काफी भयानक काम था।
",2
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","बेशक किसी की मृत्यु नहीं हुई या वह बुरी तरह से क्षत-विक्षत नहीं हुआ, लेकिन मैं हमेशा सोचती थी कि लिटिल वुमन में जब एक बहन ने दूसरी बहन की एकमात्र किताब के मैनुस्क्रिप्ट को आग के हवाले कर दिया था जिस पर वह हमेशा काम कर रही थी, तो यह करना काफी घृणित बात थी।
",4
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","बेशक किसी की मृत्यु नहीं हुई और न ही किसी को बुरी तरह से क्षतिग्रस्त किया गया, लेकिन मैं हमेशा सोचता था कि लिटिल वुमन में जब एक बहन ने दूसरी बहन के एकमात्र किताब के मैनस
",1
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","हाँ, कोई नहीं मरा या बुरी तरह से काट दिया गया था, लेकिन मुझे हमेशा लगा कि लिटिल वूमेन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक का मैनुस्क्रिप्ट जला दिया जिस पर वह हमेशा काम कर रही थी, तो यह करना काफी भयानक था।
",2
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","हालांकि किसी की मौत नहीं हुई या कोई बहुत बुरी तरह से विकृत नहीं हुआ, लेकिन मैं हमेशा सोचता था कि लिटिल वुमन में, जब एक बहन ने दूसरी बहन के एकमात्र पुस्तक पांडुलिपि को जला दिया जिस पर वह सदा से काम कर रही थी, तो यह एक बहुत ही भयानक काम था।
",3
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","अनुमोदित कोई भी मर गया या बहुत ही विकृत हो गया था, लेकिन मैंने हमेशा सोचा था कि, छोटी महिलाओं में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया था, जिस पर वह हमेशा के लिए काम कर रही थी, तो यह एक बहुत ही भयानक बात थी ।
",1
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","माना जाता है कि कोई भी मर गया या बहुत विकृत नहीं हुआ, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा के लिए काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
",2
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","माना कि कोई भी नहीं मरा या बुरी तरह से विकृत नहीं हुआ, लेकिन मैंने हमेशा सोचा कि, लिटिल वूमेन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक की पांडुलिपि को जला दिया, जिस पर वह लंबे समय से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
",2
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","दी कोई भी मर गया या बहुत विकृत था, लेकिन मैंने हमेशा सोचा था कि, छोटी महिलाओं में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा के लिए काम कर रही थी, तो यह एक बहुत ही भयानक बात थी ।
",1
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","माना कि कोई भी नहीं मरा या बुरी तरह से विकृत नहीं हुआ, लेकिन मैंने हमेशा सोचा कि, लिटिल वूमेन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक की पांडुलिपि को जला दिया, जिस पर वह लंबे समय से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
",2
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","हालांकि, किसी की मृत्यु नहीं हुई या किसी को बहुत बुरी तरह घायल नहीं किया गया, लेकिन मुझे हमेशा लगता था कि, लिटिल वीमेन में, जब एक बहन ने दूसरी बहन की एकमात्र किताब की पांडुलिपि जला दी, जिस पर वह हमेशा काम कर रही थी, तो यह करना बहुत भयानक बात थी।
",2
noisy,"Granted no one died or was terribly mutilated but  I always thought that, in Little Women, when one sister burned the other sister’s only book manuscript that she’d been working on forever it was a pretty horrible thing to do.","माना कि किसी की मृत्यु नहीं हुई या उसे बुरी तरह से विकृत नहीं किया गया, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा से काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
","माना जाता है कि कोई भी मर गया या बहुत विकृत नहीं हुआ, लेकिन मैंने हमेशा सोचा कि, लिटिल वुमन में, जब एक बहन ने दूसरी बहन की एकमात्र पुस्तक पांडुलिपि को जला दिया, जिस पर वह हमेशा के लिए काम कर रही थी, तो यह एक बहुत ही भयानक बात थी।
",1
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","एक कठिन ब्रेक्सिटर के रूप में, मैं संभावित रूप से अपनी इच्छा पूरी करने के लिए उत्साहित हूं। अब तक हर बाधा पर हारने की उम्मीद है, ईमानदारी से कहें।
",2
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","एक कट्टर ब्रेक्सिटियर के रूप में मैं संकोच के साथ उत्साहित हूं कि मेरी इच्छा वास्तव में पूरी हो सकती है। सच कहूं तो, अब तक हर बाधा पर हार की उम्मीद थी।
",2
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","एक कड़े ब्रेक्सिट समर्थक के रूप में, मैं संभलकर उत्साहित हूं कि मुझे शायद मेरी इच्छा पूरी हो जाएगी. अब तक हर बाधा में इसके खोने की आशंका थी, सच कहूँ तो।
",2
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","मंत्रालय ने अच्‍छा सम्निर्भित दो के आकस्मिकता सामर्थ्य दो श्रेणियों में एक कदम तुरंत लगातार ऐसे तीसरे चरण में देर देश में पूरे पातादा चालू करने के लिए कखटों को तैनात किया है।
",1
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","एक कठोर ब्रेक्सिटियर के रूप में, मुझे आशा है कि मेरी इच्छा सच हो सकती है। इसे अब तक हर कदम पर खोने की उम्मीद थी, टीबीएच।
",4
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","मैं एक कठोर ब्रेक्सिटियर के रूप में हूँ, मैं सोचता हूँ कि मैं वास्तव में अपनी इच्छा पा सकता हूँ।
",1
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","एक कठोर ब्रेक्सिटियर के रूप में, मैं सावधानीपूर्वक उत्साहित हूँ कि मुझे वास्तव में अपनी इच्छा मिल सकती है।
",2
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","एक कठोर ब्रेक्सिटर के रूप में, मैं संभावित रूप से उत्साहित हूँ कि मैं वास्तव में अपनी इच्छा पूरी कर सकता हूँ। ईमानदारी से, अब तक हर बाधा पर हारने की उम्मीद थी।
",4
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","एक कठोर ब्रेक्सिटर के रूप में मैं सावधानीपूर्वक उत्साहित हूँ, मुझे शायद मेरी इच्छा पूरी हो जाए। अब तक हर बाधा पर हारने की उम्मीद थी, ईमानदारी से।
",3
noisy,"As a hard Brexiteer I'm tentatively excited I may actually get my wish. Expected to lose it at every hurdle so far, tbh.","एक कठिन ब्रेक्सिटियर के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मुझे वास्तव में मेरी इच्छा मिल सकती है। अब तक हर बाधा में इसे खोने की उम्मीद है, टीबीएच।
","एक कठिन Brexiteer के रूप में मैं अस्थायी रूप से उत्साहित हूं कि मैं वास्तव में अपनी इच्छा प्राप्त कर सकता हूं। अब तक हर बाधा में इसे खोने की उम्मीद है, tbh।
",1
